,article_id,comment_id,comment_text,label
26,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_26,"Creo que el dogma que nos repetían de que ""el PP son buenos gestores"" está más que superado. Está claro que España necesita un cambio de todo si queremos avanzar. El PP y el PSOE representan un modelo obsoleto. Larga vida a C's!",1
27,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_27,"Solo estaba hablando de la realidad de los datos de ESTE artículo, que saques otras cuestiones es esclarecedor y ruín. Esclarecedor poque como no tienes nada para contrargumentar te dedicar a sacar mierda. Y ruin porque responsabilizar a todos los vascos de ETA es vergonzoso. ETA dónde más actuaba era en el Pais Vasco. Y entre los vascos hay mucha gente que no estaba de acuerdo, vícimas, que se oponía o incluso se enfrentaba a ellos. Sin ir más lejos mi madre es Castilla y crió a sus hijos en el Pais Vasco. ¿Crees que es responsable de ETA? Mi padre era de Castilla y fué Guardia Civil en el Pais Vasco ¿Crees que es responsable de ETA? ¿Y sus hijos? Si vas a dar lecciones de moral a los vascos lo primero que deberías hacer es haber pisado esta tierra alguna vez. En otro contexto y otra época recuerdo a mi padre darle una tunda a un ruin que se atrevió a insinuar que sus hijos como eran vascos eran proetarras.",1
28,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_28,"y sois también mas altos, mas guapor y con Rh negativo. Estupendo, para el tema fiscal si te parece podíamos ser todos iguales, sin cupo y vosotros como soys mas listos pues seguireis estando mejor. ¿te parece?",1
29,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_29,"Tu si que sabes como tocar los cataplines, anda deja de fumar eso que te está haciendo perder la neurona que te queda.",0
30,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_30,La verdad Rajoy cada dia la caga mas. No hay peor ciego que el que no quiere ver.,0
31,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_31,"Parece ser que los enormes desequilibrios y diferencias sociales , económicas y de todo tipo entre españoles por mor de las autonomías , nos la trae al pairo...Y nos conformamos sin mayores problemas ...Yo prefiero un país donde tengamos la misma sanidad , educación y posibilidades de progresar , ya viva yo en el norte , el sur, el este o el oeste...",1
32,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_32,"Que vergüenza de gobierno, que vergüenza de Rajoy, como nos humilla una vez tras otra.",0
33,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_33,"Lo que no es justo es que en Cataluña se invierta menos que en Andalucía, y que encima, se ralentice el aumento de la inversión. Creo que en los demás estados se debe invertir menos, excepto en el País Vasco por supuesto.",1
34,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_34,"No hablaras de los ASESINOS ETARRAS VASCOS, no?",0
35,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_35,Vaya vergüenza .a seguir dandoles y ellos a quemar banderas de España y apoyar a eta .gracias montoro.,0
36,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_36,"Y Rivera, que en tiempos decía no al cupo vasco, apoyando los presupuestos, ¡cuan hipócrita!",0
37,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_37,"Es inadmisible que PSOE y PP sigan, Gobierno tras Gobierno, vendiendo España a estos nacionalistas carroñeros. Por sus complejos con Cataluña y con esto, han perdido un tradicional votante. Me paso a Cs que tienen más huevos",1
38,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_38,"La trola de que son un pueblo divino tampoco es cierta: Según datos del CGPJ hay más políticos procesados por corrupción en Euskadi que en CCAA de mayor población, como Castilla y León o Galicía. Y eso que en esa CA no hay una oposición que controle y que las instituciones básicas de detección de la corrupción, como Hacienda, Policía y Justicia, están en poder del PNV. Cualquiera que conoce el asunto sabe que no se mueve el dinero sin el plácet nacionalista. Pero el Estado deja hacer en el caserío vasco para que no la líen;el precio por la paz. Y en cuanto a la gestión, se hacen maravillas cuando se dispone del doble de financiación pública que el resto de las CCAA y aún así unas cuantas CCAA les superan en servicios básicos como educación, sanidad, dependencia o transparencia.",1
39,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_39,"No va a servir de nada. Van a seguir diciendo que los maltratamos, que tenemos oprimidos al pueblo vasco, qu e los expolliamos, y no se cuantas chorradas y embustes más. Es una bajada más de pantalones, y mientras el resto de España a la M... así lleva esta gentuza desde el siglo XIX, con privilegios y más privilegios y quejándose. Si en cuanto puedan nos van a meter la patada, como los catalanes.. Lo que tiene que hacer Madrid es dejar de invertir en esas 2 regiones traidores y que ya está suficientemente desarrolladas e invertir en otras regiones como Valencia, Aragón, las 2 Castillas, Extremadura...etc y diversificar el motor económico español. Centrar el motor español en Cataluña y Euskadi lo veo un suicidio.",1
40,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_40,$Es una vergüenza ..al final hay que hacer nacionalista.,0
41,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_41,Ahora ya sabemos quién se lleva el dinero de las pensiones y la equiparación salarial de los policías y Guardia Civil,0
42,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_42,"Si hablas por ti, te creo. Si lees los quinientos y pico comentarios verás que la realidad es otra. Si lees los más votados verás que integrar a vascos y catalanes, con envidia y odio, mal. Mal.",0
43,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_43,"Y esto lo va a permitir el Mini Macron y su partido, el PP 2.0 (Ciudadanos)???",0
44,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_44,"Gracias PSOE, lleváis al país a la ruina.",0
45,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_45,"Somos menos corruptos, invertimos y gestionamos mejor, despilfarramos menos... Menos lloriqueos e imitadnos en lo bueno.",0
46,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_46,"típico pensamiento ombliguista. Precisamente eso es lo que se va a tratar de evitar si gana Ciudadanos. Que votos minoritarios pero concentrados valgan más que votos masivos pero dispersos. Euskadi demohraficamente es cuasi insignificante. Si gana Cataluña Madrid Andalucía y Valencia, Ciudadanos arrasará. La sobrerrepresentacion nacionalista periférica empieza a hartar. Por desleal y por chantajista. Con Pedro Sánchez en el Psoe y Rajoy en la Moncloa es cuestión de tiempo que Ciudadanos devore el grueso del electorado de centro izquierda y derecha.",1
47,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_47,"Más demagogia, cuánto aporta a la recaudación lo que se obtiene vía irpf? qué porcentaje representa con respecto a la recaudación total? Donde va ese dinero supuestamente invert do? a Madrid le sobran infraestructuras y aquí nos faltan. Donde está el AVE?",0
48,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_49,"Como políticos de comunidades no independentistas no defienden sus votos,son cobardes y peseteros ven que con 5 votos consiguen de todo y ellos en el PP, PSOE no consiguen nada para sus votantes. Si tendrían lo que hay que tener es mejor que les hechen a que no sirvan para nada sus votos y votantes. Si serían serios los partidos no serían las dictaduras que son.",0
49,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_50,El problema es que no hay que negociar con los partidos nacionalistas y no se dan cuenta pues que siguan así que ya verán en las elecciones,1
50,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_51,"En realidad el PSOE no gobierna con el PNV sino que le sirve. Hace ya años que los socialistas vascos se pasaron al nacionalismo porque prefieren arramplar con el grano del tractor de Aitor que buscar una política nacional que sea igualitaria para todos los españoles.   El Aberri Eguna se celebra cada domingo de resurrección en recuerdo de la revelación que tuvo ese día Sabino Arana de que los vascos no eran españoles. ¿Qué se puede esperar de un partido así? Pero entrando ya en lo del AVE (TAV, que dicen para evitar la E de España) lo cierto es que en Bilbao y Vitoria el Ministerio de Fomento les va a pagar el soterramiento mientras se lo ha denegado a otras ciudades como Valladolid o León. Otra extorsión más por la que no darán ni las gracias.",1
51,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_52,Por algo estamos como estamos. La solución pasa porque Ciudadanos gane las elecciones y se apoye en Vox. Hay que terminar con esta situación de una vez por todas.,1
52,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_53,"pues mira, lo primero seria haceros pagar las pensiones de viudedad, horfandad y las asistencias medicas h pensiones de invalidez de los miles de afectados por vuestro terrorismo. Asi como las indemnizaciones a victimas, los gastos de reparaciones y recobstrucciones de los desperfectos y demas consecuencias de ¿mover el arbol 40 años¿ para que recojais el fruto.... y una vez pagada esa ingente factura, haceros pagar el cierre de lemóniz, que hemos pagado entre todos. A partir de ahí empezaremos a hablar y comparar rentas per capita, cupo vasco y esfuerzo fiscal...",1
53,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_54,Supongo que ninguno. Primero renuncia al cuponazo vasco y luego comparamos los datos percapita para comparar peras con peras. Es insoportable seguir con este sistema injusto donde los nacionalistas se llevan todo y además no lo reconocen.,0
54,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_55,"aun teniendo razón, hay que recordar que había unos chicos malotes que se oponian al AVE en el País Vasco porque no querían desprenderse de su boina",0
55,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_56,"España se afea a sí misma encarcelando a todo aquel que le lleve la contaria aunque sea democráticamente. España se afea asimisma pretendiendo una unidad que no es. España es exactamente igual que la familia real:¿has visto el vídeo de Palama? pues así es España. Y pretendes que el PNV hable por el bien de España? no sé, no lo entiendo.",0
56,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_57,PP y PSOE = enemigos de España. Incapaces de ponerse de acuerdo y poniéndose de rodillas ante los nacionalistas,0
57,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_58,"Me pregunto cuantos de los 550 comentarios se han molestado en calcular la inversión per capita. Porque aún con el incremento superior que ha recibido el Pais Vasco sigue habiendo CCAA con mucha más inversión per capita. Puede haber gente soltando chorradas al mismo tiempo que él personalmente esté recibiendo hasta el doble de estas inversiones que yo. Y en el Pais Vasco no tenemos ni autopistas gratuitas, ni AVEs, ni otras cosas que en otros lugares son de los más normal.",1
58,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_59,"Je Je Je, de verdad has pensado o releído tu comentario? Si Puigdemont está exiliado y encarcelado por querer decidir. Si Euskadi, no lo ha pedido por temor a las represalias y cárcel para los líderes que lo planteen. Independizarse de España, votando, sería la decisión muy muy mayoritaria.",0
59,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_60,Que honda es la tumba que se esta cavando el PP,0
60,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_61,Nunca quedó tan claro como la negociación de los presupuestos es un zoco donde lo que menos importa son los ciudadanos. El PSOE negándose a negociar ni a prestar 5 miserables diputados para evitar el chantaje del PNV. El PP dispuesto a dejar a los españoles en calzoncillos para contentar a los carlistones vascos.,0
61,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_62,"No cuela. Reciben tanto dinero que ya ni siquera piden la independencia. Y como todos los nacionalistas, ni siquiera reconocen que les regalan miles de millones: les dan lo que es suyo, faltaría más.",0
62,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_63,"Otro dato: Las cuatro CCAA con saldo fiscal negativo según los últimos balances fiscales publicados por Hacienda: Madrid (-2.575 €/hab.), Baleares (-1.329 €/hab.), Cataluña (-1.118 €/hab), Valencia (-394 €/hab). El País Vasco, siendo la más rica, tiene la balanza positiva (+720 €hab).   La trampa está en el cálculo, más que favorable para la CAVasca, según los mismos técnicos de Hacienda. ¿Sino por qué no quieren en Euskadi un régimen de financiación común conservando la gestión y recaudación autónoma por su parte? Pues porque de esa manera la CAVasca obtiene una financiación por habitante y año de 4.248 €, siendo la media española de 2.204 €. ¡Euskadi kampora¡",1
63,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_64,No. El bbva tiene su sede en Madrid. Apuesto que tampoco sabes por qué...,0
64,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_65,"Ciudadanos nunca ganará porque no le votaran ni el el país Vasco, ni en Galicia ni en Baleares ni en Valencia. Si consigue en Cataluña lo que saco que se de con un canto en los dientes.",0
65,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_66,"Perdona pero España lleva muchos años queriendo integrar a vascos y catalanes. La envidia más bien la veo por su parte que solo se miran su ombligo pequeñajo como si fuera el centro del mundo. Su nación, su idioma, su, su, su, su...",0
66,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_67,A que ni Pedro ni Pablo han dicho nada.,0
67,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_68,Y quien gobierna con el PNV en el País Vasco el PSE.,0
68,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_69,"Vaya vaya vaya la Trotona quiere quedarse y a este paso con la izquierda dividida, el poder judicial totalmente politizado, con una corrupción judicial hasta las trancas... tiene toda la pinta que la Trotona se quedará de presidente una larga temporada y por lo que se ve está dispuesto hasta regalar la camisa, si así es la Trotona (véase google) todo un gran político que hará historia... marca españa! A seguir...",0
69,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_70,"Estoy de acuerdo con usted, pero cuidado, que el PNV todavía no ha aprobado los presupuestos. Van a pedir mas, no lo dude, puesto que sabe que se lo van a dar. Lo del 155 es que no depende de Rajoy. Pero aunque se quite el 155 deprisa y corriendo para aprobar los presupuestos, y todavía pedirán mas, aunque sea bajo capa para que no se de publicidad. Al tiempo.",0
70,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_71,"mientras sea para la vertebración y crecimiento de la nación, bien, pero el PNV debería dejar de hablar del resto de España como si fuese otro país y tener un poco más de respeto. El otro día en en aberri eguna escuché cosas que no deberían plantearse ya en un mundo más globalizado y democrático. Que afeen a España no les traerá buenas cosas a medio y largo plazo",1
71,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_72,Más votos para Ciudadanos,0
72,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_73,España es suya y se la venden a quien quieran.,0
73,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_74,"Esto no   Ésto no es política, es politiquería para mantenerse en el sillón. Y lo sabes",0
74,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_75,"Queremos, por ejemplo, que la ""ONCE"" -cuponazo y ceguera política- deje de tirar nuestro dinero con empresas de dudosa rentabilidad futura y lo gaste en otras más lógicas para España: el corredor central por Aragón. O a la caja de las pensiones, pero hay que ser indiota para gastarse un euro en infraestucturas para un territorio que dice que se quiere ir. Y me da igual si ahora son un 50%, un 40 ó un 20 los partidarios de la salida; no me arriesgo a las fluctuaciones.",1
75,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_76,"yo quiero que el pais vasco se decida: o todos iguales, o fuera. Cuanto antes mejor. Nadie es mas que nadie. Lo que no se puede es tolerar tanta raza superior y tanto pueblo elegido y tanta bobà",0
76,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_77,Ni un euro más a estos chantajistas proetarras. NI UN PASO A TRÁS. GRACIAS SANCHISTAS POR VUESTRO INTERÉS EN ESPAÑA,1
77,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_78,Este gobierno es el mayor trilero.,0
78,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_79,Es gracias a C's que se cometen éstas tropelías. Prefiero malo conocido gracias.,0
79,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_80,"Algún día tendrá que llevarme a ese mundo imaginario en el que vive, fruto del adoctrinamiento nacionalista español del que es gran ejemplo. En todo caso, en el mundo real, Euskadi gestiona los impuestos que cobra y paga al estado (vía cupo) el gasto producido a España por las competencias que aún no ha transferido. Sus palabras se limitan al mundo fantástico en el que le han convencido que vive.",0
80,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_81,"!Alirón,Alirón! ElPNV txapeldun.",0
81,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_82,"El presidente del gobierno de una nación tiene la obligación de aprender de los errores pasados y evitar que se repitan, es evidente hacia donde conduce el ceder dinero y ventajas a los nacionalistas a cambio de que dejen de molestar, Rajoy no aprende y eso es muy grave.",0
82,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_83,"Puro amenazas leo por aquí, grandes revolucionarios de comentarios..ja..ja.. y causarán una revolución votando a Ciudadanos ¿no será mucho cambio? ja..ja..",0
83,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_84,"Ciudadanos es más de lo mismo, apunta esto, y dentro de unos tres años me darás la razón, son aún peor que el PP y llegarán al gobierno con las manos ávidas.",0
84,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_85,Eso es una compra de votos. Es delito. Malversación de fondos públicos,0
85,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_86,"Esto se llama politica y negociación, algo que el PP desconoce, acostumbrados como están a gobernar como patoteros o mafiosos, con notables mayorías, pero cuando no tienen mayorias no saben de que va esto.",0
86,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_87,Y pensar que 300.000 votos deciden sobre el resto... Da verdadero asco este sistema electoral. Rehenes de unos señores acomodados de Deusto y de su batzokis elitistas. España no puede seguir así y no seguirá así.,0
87,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_88,"Decir que el incremento de presupuesto va para el AVE que no tenemos, cuando lo hay en Barcelona, Sevilla, Albacete, Orense, Valladolid, Leon, Cordoba,....sigo? que mala es la envidia y la demagogia. Además las licitaciones irán en parte para la casta madrileña, con lo que el retorno a Madrid está garantizado. ¿qué queréis ?",0
88,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_89,Esto es una muerda y es a lo que lleva el NO de Sánchez,0
89,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_90,Este es el ultimo presupuesto que presentan estos gurtelistas de titulos comprados! Y pensar que una vez confie en esta caterva de mangantes!,0
90,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_91,"Que asco de gobierno y de políticos. No tienen vergüenza y ni siquiera se preocupan de disimularlo. Nos estafan a los ciudadanos y lo triste es que la mayoría asume que es así. Pues que sigan jugando con fuego, que lo mismo tenemos otro 23f y con razón.",0
91,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_92,No me extraña q disuelvan eta. Ya no les hace falta...,0
92,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_93,"si no es no, NEGOCIARA, que es lo que tiene que hacer, no se verían estas diferencias. Así los únicos que ganan, como siempre son los insolidarios nacionalistas.",0
93,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_94,"Es una verguenza. Si nos están extorsionando, es una maldita verguenza tener que caer en esto por las ratas de los Socialistas y la falta de huevos del PP. Peleen por su país, por el bien de todos y no por mantenerse en el poder con esta lacra sangrandonos. Vayamos a elecciones por esto y seguro que seguiría gobernando la derecha pero la mayoría apoyariamos revisar el Cupo y en un futuro cercano cambiar la constitución y que todas la autonomias desaparezcan",1
94,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_95,ROMA SÍ PAGA A TRAIDORES,0
95,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_96,"Y al resto a pagar. Ni hay predupuestos y ya esta. Ya esta bien de chantajes. Despues claro, es la comunidad mas rica y el resto inutiles. Son unos listos. M. de politivos incompetentes y vagos",0
96,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_97,"Espero que no se aprueben los presupuestos, que se convoquen elecciones y gane ciudadanos y acabe con el cupo y el PP. Asco df partido apoyando a los fascistas nacionalistas vascos por nada.",1
97,5ac37fd046163f1e5f8b4579,elmundo_5ac37fd046163f1e5f8b4579_98,chantaje asqueroso,0
